Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],HX711_readings,Applied_Torque[Nm]
563.83,-0.18,0.03,0.04,1.44,-9.64,1.08,6059682.0,0.8
563.94,-0.19,0.1,0.01,1.43,-9.64,1.1,6059634.0,0.8
564.05,-0.16,0.15,-0.01,1.43,-9.65,1.1,6059521.0,0.8
564.16,-0.14,0.15,-0.03,1.44,-9.66,1.09,6059475.0,0.8
564.27,-0.13,0.11,-0.04,1.45,-9.67,1.08,6059334.0,0.8
564.37,-0.13,0.04,-0.04,1.46,-9.67,1.08,6059305.0,0.8
564.48,-0.12,-0.02,-0.04,1.45,-9.66,1.08,6059284.0,0.8
564.59,-0.1,-0.04,-0.04,1.45,-9.65,1.09,6059195.0,0.8
564.7,-0.1,-0.02,-0.02,1.45,-9.64,1.1,6059127.0,0.8
564.81,-0.13,0.01,0.01,1.45,-9.64,1.11,6059148.0,0.8
564.92,-0.14,0.03,0.01,1.44,-9.63,1.12,6059158.0,0.8
565.02,-0.16,0.01,0.0,1.43,-9.64,1.12,6059151.0,0.8
565.13,-0.17,-0.02,-0.02,1.42,-9.64,1.1,6059180.0,0.8
565.24,-0.18,-0.04,-0.02,1.42,-9.64,1.08,6059226.0,0.8
565.35,-0.17,-0.06,0.0,1.43,-9.65,1.07,6059263.0,0.8
565.45,-0.16,-0.08,0.03,1.43,-9.65,1.07,6059139.0,0.8
565.56,-0.16,-0.09,0.03,1.44,-9.64,1.09,6059186.0,0.8
565.67,-0.16,-0.08,0.01,1.45,-9.65,1.11,6059166.0,0.8
565.78,-0.17,-0.06,-0.01,1.46,-9.66,1.12,6059137.0,0.8
565.89,-0.18,-0.03,-0.02,1.46,-9.67,1.12,6059119.0,0.8
565.99,-0.17,-0.0,-0.01,1.47,-9.66,1.12,6059123.0,0.8
566.1,-0.17,-0.0,0.01,1.47,-9.65,1.1,6059094.0,0.8
566.21,-0.18,-0.0,0.01,1.47,-9.65,1.08,6059020.0,0.8
566.32,-0.18,0.02,-0.02,1.47,-9.65,1.06,6058961.0,0.8
566.42,-0.17,0.01,-0.05,1.47,-9.65,1.05,6058919.0,0.8
566.53,-0.16,-0.03,-0.07,1.47,-9.64,1.05,6058921.0,0.8
566.64,-0.14,-0.04,-0.09,1.46,-9.65,1.07,6058902.0,0.8
566.75,-0.15,-0.02,-0.08,1.45,-9.65,1.09,6058779.0,0.8
566.86,-0.16,-0.01,-0.06,1.44,-9.65,1.09,6058703.0,0.8
566.96,-0.14,-0.04,-0.06,1.44,-9.65,1.09,6058661.0,0.8
567.07,-0.11,-0.07,-0.04,1.45,-9.65,1.09,6058585.0,0.8
567.18,-0.1,-0.08,-0.02,1.45,-9.65,1.08,6058559.0,0.8
567.29,-0.1,-0.07,-0.03,1.45,-9.65,1.08,6058526.0,0.8
567.4,-0.1,-0.06,-0.05,1.44,-9.65,1.08,6058439.0,0.8
567.5,-0.12,-0.04,-0.04,1.44,-9.65,1.08,6058440.0,0.8
567.61,-0.15,-0.02,-0.01,1.43,-9.66,1.08,6058447.0,0.8
567.72,-0.17,-0.02,0.02,1.43,-9.66,1.08,6058381.0,0.8
567.82,-0.18,-0.01,0.01,1.43,-9.66,1.08,6058383.0,0.8
567.93,-0.18,0.01,0.0,1.43,-9.64,1.08,6058384.0,0.8
568.04,-0.19,0.03,-0.01,1.43,-9.63,1.08,6058393.0,0.8
568.15,-0.17,0.03,-0.01,1.44,-9.62,1.08,6058362.0,0.8
568.25,-0.14,0.03,-0.02,1.44,-9.63,1.09,6058352.0,0.8
568.36,-0.11,0.05,-0.04,1.45,-9.63,1.09,6058256.0,0.8
568.47,-0.1,0.08,-0.07,1.45,-9.63,1.09,6058214.0,0.8
568.58,-0.1,0.09,-0.08,1.46,-9.64,1.09,6058252.0,0.8
568.68,-0.11,0.08,-0.04,1.47,-9.65,1.1,6058239.0,0.8
568.79,-0.13,0.03,0.0,1.46,-9.65,1.11,6058194.0,0.8
568.9,-0.13,-0.02,0.03,1.45,-9.66,1.1,6058151.0,0.8
569.0,-0.1,-0.04,0.04,1.44,-9.66,1.09,6058109.0,0.8
569.11,-0.07,-0.04,0.06,1.43,-9.66,1.08,6058043.0,0.8
569.22,-0.05,-0.04,0.06,1.44,-9.65,1.07,6058002.0,0.8
569.33,-0.07,-0.02,0.06,1.44,-9.66,1.07,6057936.0,0.8
569.43,-0.1,0.01,0.04,1.44,-9.65,1.08,6057667.0,0.8
569.54,-0.11,0.04,-0.01,1.44,-9.65,1.08,6057517.0,0.8
569.65,-0.11,0.04,-0.05,1.45,-9.65,1.09,6057394.0,0.8
569.76,-0.11,0.0,-0.04,1.46,-9.65,1.09,6057294.0,0.8
569.86,-0.12,-0.03,-0.02,1.46,-9.65,1.1,6057233.0,0.8
569.98,-0.15,-0.05,-0.01,1.46,-9.65,1.1,6057086.0,0.8
570.09,-0.18,-0.05,-0.01,1.44,-9.64,1.11,6057055.0,0.8
570.2,-0.18,-0.04,-0.02,1.43,-9.64,1.11,6057018.0,0.8
570.3,-0.14,-0.03,-0.01,1.43,-9.64,1.11,6056985.0,0.8
570.41,-0.09,-0.02,-0.01,1.45,-9.64,1.11,6056992.0,0.8
570.52,-0.06,-0.0,0.01,1.47,-9.64,1.09,6057030.0,0.8
570.63,-0.07,0.01,0.01,1.48,-9.64,1.06,6057014.0,0.8
570.73,-0.1,0.02,-0.02,1.47,-9.64,1.05,6057042.0,0.8
570.84,-0.12,0.03,-0.04,1.45,-9.63,1.06,6057048.0,0.8
570.95,-0.12,0.03,-0.04,1.44,-9.63,1.06,6057068.0,0.8
571.05,-0.13,0.01,-0.06,1.43,-9.64,1.06,6057052.0,0.8
571.16,-0.15,-0.01,-0.08,1.42,-9.65,1.07,6057055.0,0.8
571.27,-0.17,-0.0,-0.07,1.41,-9.65,1.08,6057089.0,0.8
571.38,-0.16,-0.01,-0.05,1.42,-9.65,1.08,6057051.0,0.8
571.48,-0.14,-0.02,-0.05,1.42,-9.64,1.08,6057067.0,0.8
571.59,-0.12,-0.04,-0.05,1.41,-9.64,1.09,6057084.0,0.8
571.7,-0.1,-0.06,-0.04,1.4,-9.63,1.08,6057089.0,0.8
571.81,-0.09,-0.04,-0.03,1.41,-9.63,1.07,6057104.0,0.8
571.91,-0.07,0.02,-0.02,1.43,-9.62,1.07,6057075.0,0.8
572.03,-0.06,0.07,0.03,1.44,-9.63,1.08,6057140.0,0.8
572.13,-0.08,0.08,0.06,1.44,-9.64,1.08,6057151.0,0.8
572.24,-0.1,0.06,0.07,1.42,-9.64,1.07,6057124.0,0.8
572.35,-0.12,0.04,0.06,1.42,-9.64,1.05,6057124.0,0.8
572.46,-0.13,0.03,0.03,1.44,-9.64,1.03,6057129.0,0.8
572.56,-0.13,0.02,0.0,1.46,-9.64,1.03,6057085.0,0.8
572.67,-0.14,-0.01,-0.02,1.47,-9.64,1.03,6057085.0,0.8
572.78,-0.14,-0.03,-0.06,1.46,-9.64,1.05,6057026.0,0.8
572.89,-0.13,-0.03,-0.07,1.46,-9.64,1.06,6056921.0,0.8
573.0,-0.11,-0.04,-0.04,1.47,-9.64,1.05,6056890.0,0.8
573.11,-0.1,-0.05,0.0,1.47,-9.65,1.04,6056871.0,0.8
573.21,-0.12,-0.04,0.02,1.47,-9.66,1.04,6056753.0,0.8
573.32,-0.14,-0.04,-0.01,1.47,-9.67,1.05,6056656.0,0.8
573.43,-0.14,-0.03,-0.05,1.47,-9.67,1.07,6056617.0,0.8
573.54,-0.15,-0.02,-0.07,1.46,-9.65,1.08,6056571.0,0.8
573.64,-0.17,0.0,-0.07,1.45,-9.64,1.09,6056497.0,0.8
573.75,-0.18,0.0,-0.06,1.44,-9.63,1.09,6056520.0,0.8
573.86,-0.18,0.0,-0.06,1.43,-9.62,1.1,6056437.0,0.8
573.97,-0.16,0.03,-0.06,1.44,-9.62,1.09,6056455.0,0.8
574.07,-0.16,0.06,-0.06,1.44,-9.62,1.08,6056465.0,0.8
574.18,-0.16,0.07,-0.06,1.44,-9.63,1.07,6056430.0,0.8
574.29,-0.18,0.05,-0.06,1.45,-9.64,1.07,6056465.0,0.8
574.4,-0.19,0.03,-0.03,1.45,-9.63,1.08,6056436.0,0.8
574.51,-0.19,0.0,-0.01,1.44,-9.62,1.09,6056413.0,0.8
574.61,-0.19,-0.01,0.02,1.43,-9.62,1.09,6056416.0,0.8
574.72,-0.2,-0.02,0.03,1.44,-9.63,1.09,6056356.0,0.8
574.83,-0.21,-0.02,0.03,1.45,-9.64,1.09,6056286.0,0.8
574.93,-0.2,-0.03,0.03,1.46,-9.66,1.09,6056283.0,0.8
575.04,-0.17,-0.03,0.04,1.47,-9.67,1.08,6056268.0,0.8
575.15,-0.15,-0.03,0.06,1.47,-9.67,1.08,6056192.0,0.8
575.26,-0.15,-0.03,0.08,1.46,-9.67,1.08,6056168.0,0.8
575.36,-0.17,-0.05,0.06,1.45,-9.67,1.08,6056139.0,0.8
575.47,-0.19,-0.08,0.04,1.44,-9.68,1.08,6056101.0,0.8
575.58,-0.2,-0.1,0.04,1.44,-9.69,1.08,6056031.0,0.8
575.69,-0.21,-0.1,0.04,1.44,-9.68,1.07,6055969.0,0.8
575.79,-0.2,-0.06,0.03,1.45,-9.66,1.07,6055907.0,0.8
575.9,-0.19,-0.01,0.01,1.46,-9.66,1.06,6055865.0,0.8
576.01,-0.18,0.03,-0.01,1.46,-9.66,1.06,6055834.0,0.8
576.12,-0.15,0.06,-0.02,1.46,-9.66,1.06,6055727.0,0.8
576.22,-0.11,0.06,-0.03,1.46,-9.67,1.07,6055670.0,0.8
576.33,-0.09,0.05,-0.03,1.45,-9.67,1.08,6055673.0,0.8
576.44,-0.1,0.03,-0.03,1.45,-9.66,1.09,6055668.0,0.8
576.55,-0.12,0.02,-0.04,1.45,-9.66,1.09,6055690.0,0.8
576.66,-0.13,0.01,-0.04,1.44,-9.66,1.08,6055701.0,0.8
576.76,-0.12,0.03,-0.02,1.44,-9.64,1.06,6055640.0,0.8
576.87,-0.11,0.06,-0.02,1.43,-9.63,1.06,6055629.0,0.8
576.98,-0.12,0.08,-0.05,1.42,-9.62,1.07,6055712.0,0.8
577.09,-0.14,0.09,-0.07,1.41,-9.63,1.09,6055734.0,0.8
577.2,-0.15,0.1,-0.07,1.42,-9.64,1.09,6055768.0,0.8
577.3,-0.15,0.08,-0.03,1.43,-9.64,1.09,6055772.0,0.8
577.41,-0.14,0.04,0.01,1.43,-9.64,1.08,6055722.0,0.8
577.52,-0.13,0.02,0.02,1.42,-9.64,1.08,6055658.0,0.8
577.63,-0.14,0.01,-0.01,1.42,-9.65,1.07,6055660.0,0.8
577.73,-0.14,0.01,-0.04,1.42,-9.65,1.07,6055684.0,0.8
577.84,-0.14,0.02,-0.06,1.44,-9.67,1.07,6055600.0,0.8
577.95,-0.14,0.02,-0.08,1.44,-9.67,1.06,6055576.0,0.8
578.06,-0.16,0.01,-0.1,1.46,-9.66,1.05,6055569.0,0.8
578.17,-0.16,-0.01,-0.1,1.47,-9.65,1.05,6055479.0,0.8
578.28,-0.15,-0.02,-0.08,1.47,-9.64,1.06,6055460.0,0.8
578.39,-0.12,-0.02,-0.05,1.47,-9.63,1.07,6055368.0,0.8
578.49,-0.08,-0.02,-0.02,1.46,-9.64,1.09,6055331.0,0.8
578.6,-0.05,-0.03,0.0,1.45,-9.64,1.09,6055278.0,0.8
578.71,-0.07,-0.03,-0.0,1.45,-9.64,1.1,6055195.0,0.8
578.82,-0.11,-0.02,-0.03,1.44,-9.63,1.09,6055194.0,0.8
578.93,-0.14,0.02,-0.05,1.45,-9.63,1.09,6055152.0,0.8
579.03,-0.14,0.04,-0.05,1.46,-9.63,1.1,6055003.0,0.8
579.14,-0.14,0.03,-0.03,1.46,-9.63,1.1,6054915.0,0.8
579.25,-0.12,0.03,-0.01,1.46,-9.64,1.1,6054854.0,0.8
579.36,-0.12,0.02,0.0,1.45,-9.65,1.09,6054793.0,0.8
579.47,-0.12,0.0,0.01,1.45,-9.66,1.08,6054845.0,0.8
579.58,-0.12,-0.02,0.0,1.45,-9.66,1.07,6054872.0,0.8
579.68,-0.1,-0.03,-0.01,1.45,-9.65,1.07,6054701.0,0.8
579.79,-0.1,-0.03,-0.02,1.46,-9.65,1.07,6054627.0,0.8
579.9,-0.12,-0.02,-0.03,1.47,-9.64,1.06,6054579.0,0.8
580.01,-0.14,-0.02,-0.01,1.47,-9.63,1.06,6054515.0,0.8
580.11,-0.15,-0.01,0.01,1.48,-9.63,1.06,6054478.0,0.8
580.22,-0.13,-0.01,0.02,1.47,-9.62,1.07,6054527.0,0.8
580.33,-0.11,-0.02,0.0,1.47,-9.62,1.07,6054617.0,0.8
580.44,-0.1,-0.02,-0.02,1.47,-9.63,1.06,6054659.0,0.8
580.54,-0.11,-0.02,-0.02,1.47,-9.63,1.05,6054718.0,0.8
580.65,-0.13,0.0,0.01,1.46,-9.63,1.05,6054712.0,0.8
580.76,-0.15,0.01,0.03,1.45,-9.64,1.07,6054741.0,0.8
580.87,-0.13,0.01,0.04,1.43,-9.64,1.09,6054772.0,0.8
580.97,-0.1,0.02,0.02,1.42,-9.63,1.09,6054970.0,0.8
581.08,-0.08,0.03,0.02,1.42,-9.63,1.08,6055085.0,0.8
581.19,-0.08,0.04,-0.0,1.43,-9.64,1.08,6055183.0,0.8
581.3,-0.09,0.03,-0.04,1.45,-9.64,1.08,6055231.0,0.8
581.41,-0.12,0.02,-0.06,1.45,-9.65,1.08,6055273.0,0.8
581.52,-0.15,-0.01,-0.07,1.45,-9.66,1.08,6055268.0,0.8
581.62,-0.17,-0.04,-0.05,1.45,-9.65,1.08,6055364.0,0.8
581.73,-0.18,-0.07,-0.03,1.45,-9.63,1.09,6055334.0,0.8
581.84,-0.17,-0.08,0.0,1.45,-9.63,1.1,6055236.0,0.8
581.95,-0.16,-0.08,0.01,1.45,-9.63,1.11,6055179.0,0.8
582.06,-0.17,-0.06,-0.0,1.45,-9.64,1.11,6055121.0,0.8
582.17,-0.19,-0.02,-0.02,1.45,-9.64,1.09,6055108.0,0.8
582.28,-0.19,0.01,-0.03,1.45,-9.64,1.08,6054982.0,0.8
582.39,-0.18,0.02,-0.03,1.45,-9.64,1.09,6054800.0,0.8
582.49,-0.17,0.02,-0.02,1.46,-9.65,1.1,6054640.0,0.8
582.6,-0.17,-0.01,-0.02,1.47,-9.65,1.1,6054502.0,0.8
582.71,-0.16,-0.04,-0.02,1.48,-9.65,1.09,6054384.0,0.8
582.82,-0.15,-0.06,0.01,1.48,-9.65,1.09,6054106.0,0.8
582.93,-0.15,-0.07,0.05,1.47,-9.65,1.1,6054072.0,0.8
583.03,-0.15,-0.09,0.06,1.47,-9.65,1.1,6054030.0,0.8
583.14,-0.15,-0.09,0.04,1.45,-9.65,1.11,6053992.0,0.8
583.25,-0.15,-0.05,0.02,1.45,-9.64,1.12,6053928.0,0.8
583.36,-0.15,0.0,0.0,1.45,-9.64,1.12,6053925.0,0.8
583.47,-0.13,0.03,-0.03,1.45,-9.64,1.11,6053923.0,0.8
583.58,-0.13,0.01,-0.06,1.46,-9.65,1.1,6053941.0,0.8
583.69,-0.14,0.01,-0.04,1.46,-9.64,1.1,6053671.0,0.8
583.79,-0.16,0.03,0.02,1.44,-9.63,1.1,6043574.0,0.8
583.9,-0.19,0.04,0.02,1.42,-9.6,1.09,6026009.0,0.8
584.01,-0.23,0.03,-0.03,1.4,-9.59,1.07,6042004.0,0.8
584.12,-0.26,0.0,-0.06,1.39,-9.62,1.07,6053201.0,0.8
584.23,-0.28,-0.01,-0.05,1.39,-9.65,1.08,6052292.0,0.8
584.34,-0.1,0.09,0.21,1.45,-9.73,1.1,6048779.0,0.8
584.44,0.34,0.34,0.85,1.56,-9.89,1.12,6037141.0,0.8
584.55,0.72,0.55,1.41,1.66,-9.98,1.14,6017460.0,0.8
584.66,0.76,0.58,1.35,1.66,-9.93,1.14,6008686.0,0.8
584.76,0.54,0.42,0.87,1.58,-9.82,1.13,6034325.0,0.8
584.87,0.26,0.21,0.39,1.5,-9.71,1.1,6043002.0,0.8
584.98,0.03,0.06,0.03,1.47,-9.65,1.09,6045540.0,0.8
585.08,-0.14,-0.02,-0.22,1.45,-9.62,1.08,6039492.0,0.8
585.19,-0.23,-0.06,-0.37,1.44,-9.63,1.09,5984148.0,0.8
585.3,-0.27,-0.07,-0.41,1.43,-9.64,1.08,5868888.0,0.8
585.41,-0.27,-0.08,-0.4,1.43,-9.65,1.07,5679243.0,0.8
585.52,-0.27,-0.11,-0.37,1.44,-9.66,1.07,5617101.0,0.8
585.62,-0.27,-0.15,-0.34,1.44,-9.67,1.07,5532131.0,0.8
585.73,-0.27,-0.15,-0.29,1.45,-9.66,1.07,5437021.0,0.8
585.84,-0.27,-0.14,-0.24,1.43,-9.64,1.07,5358523.0,0.8
585.95,-0.26,-0.1,-0.2,1.41,-9.63,1.07,5316494.0,0.8
586.05,-0.26,-0.07,-0.14,1.4,-9.61,1.06,5295571.0,0.8
586.16,-0.32,-0.09,-0.04,1.39,-9.57,1.05,5240298.0,0.8
586.27,-0.37,-0.11,-0.0,1.4,-9.54,1.06,5218519.0,0.8
586.38,-0.36,-0.06,-0.03,1.41,-9.54,1.07,5168624.0,0.8
586.49,-0.33,-0.01,-0.1,1.43,-9.56,1.08,5129182.0,0.8
586.59,-0.3,0.03,-0.18,1.46,-9.59,1.09,5104738.0,0.8
586.7,-0.22,0.04,-0.24,1.49,-9.63,1.11,4946840.0,0.8
586.81,-0.11,0.08,-0.27,1.54,-9.66,1.12,4883681.0,0.8
586.91,-0.07,0.14,-0.26,1.58,-9.67,1.11,4845022.0,0.8
587.02,0.54,0.11,-0.44,1.51,-10.09,1.09,4781258.0,0.8
587.13,1.8,-0.12,-0.84,1.29,-10.95,1.04,4684470.0,0.8
587.24,2.17,-0.38,-0.92,1.15,-11.2,1.01,4717024.0,0.8
587.35,1.49,-0.5,-0.67,1.18,-10.74,1.01,4762869.0,0.8
587.45,0.71,-0.45,-0.42,1.29,-10.22,1.03,4754719.0,0.8
587.56,0.13,-0.29,-0.26,1.43,-9.82,1.04,4720701.0,0.8
587.67,-0.2,-0.05,-0.15,1.57,-9.58,1.07,4694824.0,0.8
587.78,-0.31,0.16,-0.11,1.66,-9.51,1.1,4636222.0,0.8
587.88,-0.3,0.21,-0.13,1.66,-9.51,1.1,4573031.0,0.8
587.99,-0.3,0.14,-0.16,1.63,-9.54,1.09,4539989.0,0.8
588.09,-0.3,0.05,-0.18,1.59,-9.57,1.09,4457967.0,0.8
588.2,-0.27,-0.03,-0.21,1.56,-9.59,1.09,4387192.0,0.8
588.31,-0.21,-0.07,-0.21,1.55,-9.61,1.09,4317334.0,0.8
588.42,-0.19,-0.09,-0.23,1.54,-9.62,1.08,4240573.0,0.8
588.53,-0.21,-0.11,-0.28,1.54,-9.62,1.07,4156826.0,0.8
588.64,-0.24,-0.12,-0.39,1.55,-9.62,1.06,4057550.0,0.8
588.74,-0.26,-0.12,-0.53,1.56,-9.61,1.06,3707521.0,0.8
588.85,-0.24,-0.1,-0.58,1.57,-9.61,1.06,3422450.0,0.8
588.96,-0.19,-0.07,-0.5,1.56,-9.61,1.06,3196941.0,0.8
589.07,-0.16,-0.02,-0.36,1.56,-9.61,1.06,3053649.0,0.8
589.17,-0.17,0.0,-0.32,1.56,-9.62,1.06,2911114.0,0.8
589.28,-0.2,-0.01,-0.39,1.57,-9.63,1.05,2881327.0,0.8
589.39,-0.2,-0.03,-0.37,1.59,-9.62,1.05,2379151.0,0.8
589.49,-0.2,-0.03,-0.3,1.61,-9.6,1.04,2267841.0,0.8
589.6,-0.21,-0.03,-0.3,1.62,-9.61,1.03,2207894.0,0.8
589.71,-0.2,-0.02,-0.27,1.63,-9.62,1.03,2124245.0,0.8
589.82,-0.18,0.02,-0.19,1.64,-9.62,1.03,1944330.0,0.8
589.92,-0.17,0.06,-0.12,1.63,-9.63,1.04,1774758.0,0.8
590.03,-0.17,0.08,-0.05,1.63,-9.64,1.04,1524510.0,0.8
590.14,-0.18,0.07,-0.02,1.64,-9.64,1.03,1422224.0,0.8
590.24,-0.22,0.05,-0.07,1.65,-9.63,1.02,1459878.0,0.8
590.35,-0.27,0.05,-0.18,1.66,-9.62,1.0,1468583.0,0.8
590.46,-0.28,0.04,-0.29,1.67,-9.62,0.99,1419864.0,0.8
590.57,-0.26,0.0,-0.3,1.67,-9.63,0.99,1366131.0,0.8
590.67,-0.22,-0.02,-0.23,1.67,-9.64,0.99,1337046.0,0.8
590.78,-0.19,-0.03,-0.16,1.66,-9.64,1.0,1377257.0,0.8
590.89,-0.15,-0.07,-0.13,1.63,-9.65,1.01,1379360.0,0.8
591.0,-0.12,-0.1,-0.13,1.61,-9.65,1.02,1353173.0,0.8
591.11,-0.12,-0.1,-0.12,1.6,-9.64,1.02,1297014.0,0.8
591.22,-0.12,-0.04,-0.06,1.61,-9.62,1.01,1247810.0,0.8
591.32,-0.16,0.03,-0.15,1.64,-9.6,1.0,1179589.0,0.8
591.43,-0.23,0.05,-0.35,1.67,-9.59,0.99,1125750.0,0.8
591.54,-0.23,0.03,-0.38,1.7,-9.59,0.99,834407.0,0.8
591.64,-0.19,-0.0,-0.31,1.71,-9.59,0.99,743153.0,0.8
591.75,-0.15,-0.01,-0.23,1.73,-9.59,0.99,827622.0,0.8
591.86,-0.15,0.0,-0.17,1.75,-9.58,1.0,754993.0,0.8
591.97,-0.15,0.01,-0.14,1.77,-9.58,0.99,625697.0,0.8
592.07,-0.16,-0.01,-0.08,1.75,-9.58,0.98,531924.0,0.8
592.18,-0.15,-0.04,0.03,1.73,-9.59,0.98,547591.0,0.8
592.29,-0.13,-0.05,0.13,1.71,-9.6,0.99,537091.0,0.8
592.39,-0.14,-0.04,0.11,1.71,-9.6,1.0,551207.0,0.8
592.5,-0.16,-0.02,0.03,1.71,-9.6,1.01,593770.0,0.8
592.61,-0.17,-0.0,-0.01,1.7,-9.6,1.02,563682.0,0.8
592.72,-0.16,0.01,-0.05,1.7,-9.6,1.01,476378.0,0.8
592.82,-0.15,0.04,-0.12,1.7,-9.6,1.0,535816.0,0.8
592.93,-0.14,0.07,-0.11,1.69,-9.61,1.0,529905.0,0.8
593.04,-0.14,0.07,-0.05,1.69,-9.61,1.02,447566.0,0.8
593.15,-0.16,0.03,-0.01,1.69,-9.61,1.03,451323.0,0.8
593.25,-0.16,0.01,-0.01,1.69,-9.61,1.04,440549.0,0.8
593.36,-0.17,-0.01,-0.04,1.69,-9.6,1.03,426623.0,0.8
593.47,-0.17,-0.04,-0.04,1.7,-9.6,1.03,407346.0,0.8
593.58,-0.15,-0.05,-0.01,1.71,-9.61,1.03,407459.0,0.8
593.68,-0.11,-0.04,-0.01,1.72,-9.61,1.04,431514.0,0.8
593.79,-0.08,-0.03,-0.03,1.73,-9.6,1.05,449940.0,0.8
593.9,-0.08,-0.03,0.0,1.75,-9.59,1.05,436627.0,0.8
594.01,-0.1,-0.06,0.05,1.75,-9.59,1.04,415913.0,0.8
594.11,-0.14,-0.08,0.07,1.74,-9.59,1.03,492663.0,0.8
594.22,-0.17,-0.05,0.06,1.71,-9.59,1.02,489809.0,0.8
594.33,-0.19,0.0,0.03,1.7,-9.59,1.03,485952.0,0.8
594.44,-0.18,0.03,0.0,1.69,-9.59,1.02,508424.0,0.8
594.54,-0.17,0.04,-0.01,1.68,-9.6,1.0,474620.0,0.8
594.65,-0.15,0.03,-0.02,1.7,-9.61,0.99,483555.0,0.8
594.76,-0.16,0.01,-0.02,1.72,-9.61,0.99,486722.0,0.8
594.87,-0.16,-0.02,0.0,1.73,-9.61,0.98,502048.0,0.8
594.97,-0.14,-0.05,0.01,1.73,-9.61,0.98,471925.0,0.8
595.08,-0.11,-0.06,-0.01,1.71,-9.6,0.99,505967.0,0.8
595.19,-0.08,-0.05,-0.03,1.71,-9.6,1.0,484863.0,0.8
595.3,-0.07,-0.03,-0.03,1.7,-9.61,1.0,494260.0,0.8
595.41,-0.09,0.0,-0.04,1.7,-9.61,0.98,475935.0,0.8
595.52,-0.09,0.02,-0.05,1.69,-9.62,0.98,499736.0,0.8
595.62,-0.08,0.01,-0.07,1.69,-9.62,1.0,475899.0,0.8
595.73,-0.08,-0.0,-0.06,1.69,-9.63,1.03,489357.0,0.8
595.84,-0.1,0.0,-0.02,1.69,-9.63,1.03,486975.0,0.8
595.94,-0.12,-0.0,0.0,1.69,-9.64,1.03,498728.0,0.8
596.05,-0.13,-0.02,-0.01,1.69,-9.64,1.04,473931.0,0.8
596.16,-0.14,-0.04,-0.02,1.7,-9.64,1.05,487538.0,0.8
596.27,-0.15,-0.07,-0.04,1.7,-9.63,1.05,483928.0,0.8
596.37,-0.16,-0.08,-0.05,1.69,-9.62,1.03,473991.0,0.8
596.48,-0.15,-0.08,-0.04,1.68,-9.61,1.0,492845.0,0.8
596.59,-0.15,-0.06,-0.01,1.68,-9.6,0.99,488291.0,0.8
596.7,-0.15,-0.05,0.03,1.68,-9.6,0.99,479787.0,0.8
596.8,-0.15,-0.05,0.04,1.68,-9.6,1.0,475080.0,0.8
596.91,-0.15,-0.07,0.04,1.69,-9.61,1.02,488854.0,0.8
597.02,-0.15,-0.09,0.03,1.7,-9.61,1.03,467992.0,0.8
597.13,-0.14,-0.07,-0.01,1.7,-9.61,1.02,486535.0,0.8
597.23,-0.13,-0.03,-0.04,1.7,-9.61,1.02,475008.0,0.8
597.34,-0.11,-0.02,-0.04,1.7,-9.61,1.02,484173.0,0.8
597.45,-0.12,0.0,-0.05,1.7,-9.61,1.03,466244.0,0.8
597.55,-0.15,0.04,-0.05,1.71,-9.6,1.03,485259.0,0.8
597.66,-0.17,0.07,-0.05,1.72,-9.59,1.01,470438.0,0.8
597.77,-0.17,0.06,-0.04,1.72,-9.59,1.01,475773.0,0.8
597.88,-0.16,0.05,-0.04,1.72,-9.6,1.02,466358.0,0.8
597.99,-0.13,0.03,-0.03,1.7,-9.61,1.02,483543.0,0.8
598.09,-0.09,0.01,-0.02,1.7,-9.61,1.02,466433.0,0.8
598.2,-0.06,-0.01,-0.02,1.7,-9.6,1.02,475533.0,0.8
598.31,-0.08,-0.03,-0.05,1.72,-9.6,1.01,474968.0,0.8
598.42,-0.12,-0.03,-0.08,1.73,-9.61,1.01,464740.0,0.8
598.53,-0.12,-0.01,-0.07,1.73,-9.61,1.01,462857.0,0.8
598.63,-0.1,0.0,-0.06,1.72,-9.61,1.0,475440.0,0.8
598.74,-0.09,0.01,-0.06,1.7,-9.6,1.0,470843.0,0.8
598.85,-0.1,0.02,-0.07,1.69,-9.59,0.99,465524.0,0.8
598.96,-0.1,0.02,-0.07,1.68,-9.58,0.98,478458.0,0.8
599.06,-0.11,-0.0,-0.07,1.68,-9.58,0.97,461717.0,0.8
599.17,-0.13,-0.04,-0.04,1.69,-9.6,0.99,467188.0,0.8
599.28,-0.15,-0.05,-0.0,1.7,-9.62,1.0,465641.0,0.8
599.39,-0.15,-0.04,0.02,1.7,-9.63,1.01,474253.0,0.8
599.49,-0.12,-0.03,0.01,1.7,-9.62,1.01,459152.0,0.8
599.6,-0.1,-0.04,-0.01,1.7,-9.61,1.01,473778.0,0.8
599.71,-0.11,-0.05,-0.02,1.7,-9.6,1.0,462715.0,0.8
599.82,-0.14,-0.06,-0.02,1.69,-9.6,0.99,470640.0,0.8
599.92,-0.14,-0.06,-0.02,1.69,-9.59,0.99,458532.0,0.8
600.03,-0.13,-0.05,-0.01,1.69,-9.58,1.0,473076.0,0.8
600.14,-0.11,-0.03,-0.02,1.68,-9.6,1.01,460615.0,0.8
600.25,-0.11,-0.02,-0.02,1.68,-9.61,1.02,466774.0,0.8
